ツイートID,ツイート本文
1616788946238992384,@matudakta ありがとうございます！
1616788862629744645,"@ticktackworker ありがとうございます！
気持ち悪いだけですよ笑"
1616788573973512192,#MANE1 を #NAME? に空目 https://t.co/vgS7OqXJCh
1616787237043335172,@mikimomo_as F先生のこだわり凄いですね…
1616785338684567552,@mikimomo_as これの出番ですね https://t.co/wTSqILPVDC
1616784889118101504,@callmekohei 今更な単語が！
1616784033907867650,@11Crossover7 ワンピースでオロオロの実が出てきたら披露されそうな知識ですね笑
1616783660644208642,@Kuroi_CPA Omedeto Gozaimasu!
1616782845560901633,"@hoehoe1234 @KotorinChunChun @excelspeedup 鳳凰ちゅん
ほーおーちゅん
ふぉーちゅん

縁起よし！！"
1616779999432015874,"VBAのDoEventsは

上手く動かない
↓
DoEvents入れる
↓
上手く動かない
↓
他のコードを追加
↓
上手くいったヤッホー

という経緯で消し忘れられたと思われるものを見かけることがあります"
1616739092108312576,"行と列の方向の覚え方

#関数ちゃん https://t.co/tn0JDyPFHN"
1616727551417753600,オートシェイプの取り消し線、やるやる… https://t.co/4hDwi5jVza
1616692617731010560,RT @HieteruBanana: 今年中は許してほしい←
1616670494069264386,"@nitoukinnosuke どう読むかですよね
豪華なイベントしないと繋ぎ止められなくなっているとか…"
1616667940128190467,25%だけ家族の人とかが出てきて分からなくなる… https://t.co/8oHzTHPSc6
1616662881260703747,"RT @NewsDigestWeb: 【速報】Amazonプライムビデオでシステム障害か 「動画が再生できない」
 https://t.co/S9QtFZxE6q"
1616661109188222981,分かりにくい言葉がはびこる世の中で濃厚接触、キミの分かりやすさは何…？？
1616654158354083842,"@yosatonet 私もたまに来ます
お金欲しいです"
1616653193127284737,@0612Xlookup3 今度はツールがブラックボックスと言われるだけですね
1616647658248220673,"RT @KogumaArufa: CCのアドレスが多かったり本文をちょい長めにして225文字超えるとエラーが出て使えないので注意。
タイトルを9月から10月に変えただけで使えなくなった時は原因がわからず解決にえらい時間がかかりました。"
1616647590837354497,@setuna_t 入ってるのは数値で表示が変わるだけなので計算できるはずですよ！
1616638871562817536,オートシェイプって何がオートなんだろう
1616635445508702208,@hikari9629 セル結合が悪いのではなく、そういうとこですよね
1616629399687946240,@MasazaneKunohe 私も見かける情報しか…笑
1616629043776094208,RT @muramurakei5: 個人的な見解ですが、「csvファイルをエクセルで開いて上書き保存」は、感覚的に「レイヤーをすべて統合して上書き保存」と同じくらいの打撃力があります…。
1616628811973681153,RT @Ztsnn: 大概の中小企業は専用のシステム/機械導入するよりパソコンのグレードを上げてEXCEL最新版を常に使うようにするほうがよほど生産性上がると思う。お前のことやぞ弊社
1616628660961935361,@TaniponVBA 講師「括弧の使い方激しいな」
1616558024713449472,"RT @Tsutsui0524: Excelのフラッシュフィルのツイートがバズってますね！
私がこの機能を知ったのは岡本健志先生(@alfistakeshi )のフラッシュフィル擬人化がきっかけでした！
日経PC21 2018年5月号より https://t.co/7JfSRi…"
1616557263862534144,@minami_suiha いつもありがとうございます！
1616554592749387777,@marumin21 頼もしすぎる！！
1616554143807844352,@Rin2331 めでたい…！！
1616553978648756231,"私が習得をオススメする8つの関数を擬人化キャラで紹介する記事へのリンクを並べています！

IF：条件分岐
SUM：数値合計
ROUND：四捨五入
LEFT：左側文字抽出
SUMIF：条件一致合計
COUNTA：データの個数
COUNTIF：条件一致個数
VLOOKUP：縦方向表引き

https://t.co/th2mCmC1dH"
1616464508549238785,@yamato_1413 結局はアナログよ
1616427282968776707,@marumin21 体操服のゼッケン、1から3は余裕ですよね笑
1616411692057137154,@_reime これは近々襲撃ありますね
1616398634190258180,ChatGPT https://t.co/0wkVNGbTtE
1616383660537552897,今月中は許してほしい https://t.co/Xe56mOx67b
1616380403262312451,@mizuho_P たしかにExcelひとつ取っても幅広いですしね・・・
1616334885299580928,"@karaage_rutsubo これからの時代はこれ…！！

https://t.co/yQVXMJtvh5"
1616333167312666624,"前職の経営者は労働基準法が定める労働条件を「標準的な労働条件」だと思っていた節があるので
労働最低基準法と呼んだ方が良いと思う"
1616326165349953538,"RT @Tsutsui0524: VLOOKUPちゃんがカットイン！喋る！

#関数ちゃん"
1616311932436500481,@s5ml 鉛筆を舐めるという言葉も使います
1616305896526852096,"稀にですけど紙とペンと電卓の世界だと思って事務職の求人に応募してくる人がいます
事務職はパソコン必須ですけど大丈夫ですか？"
1616303513512087554,RT @hoehoe1234: 数式って、結局はこういうことで一度A1形式からはなれて本来の指定のセル相対指定を理解する必要があるんですよね。A1形式のD&amp;Dで自動に変わっていると思っているのは実は同じ数式でこの理解がNameの理解にもつながっているように思います。
1616302555969261570,"経営陣「どうして人が辞めるのかなあ」

人事「（アンタ達がいくら考えても分からんよ…）」

経営陣「社員のTwitter特定するか？『王子んじ君』」

王子んじ@ブラック企業人事三年目「エ！ッ」"
1616295616073859073,"@sugoi_kaizen 海外製とかですか？
そんなことあるんですねえ"
1616284432696233985,"セル結合の代替となるか！？
上のセルと同じ値ならちょんちょん（〃）にする条件付き書式。

数式
=INDIRECT(""RC"",0)=INDIRECT(""R[-1]C"",0)

表示形式
""〃"";""〃"";""〃"";""〃""

#エクセル https://t.co/J4Zr0LBpqa"
1616265671373099008,"先月でブログが2周年を迎えてました
未だに自分で見てニヤニヤ笑ってます https://t.co/5lVcqLoRZe"
1616262276268584960,"@sugoi_kaizen レンタルは身近に感じますね！

Excel渡したら結果が返ってくるので関数のようでもあります！"
1616261479967391745,@sugoi_kaizen 素敵な言い替えですね！
1616254130225573889,RT @vYsxBq1JOZMQH7U: 面白そうなので試してみた。意外と簡単。応用も効きそう。
1616235987029626880,@toshi81350036 何かをトリガーに予約日が延長されなくなる的な？？
1616235793923862528,この調子で『得意先に可愛がられるタイプの営業』を量産すれば無敵ですね https://t.co/VCQTZcXPzJ
1616228552143437825,@s5ml F1のことかーっ！！
1616206401411637248,RT @kugyuiro: 見やすいように何でも結合してたら上書きしちゃうやーつｗ
1616204780816457729,教えるときは「マウスでびぃー」って言ってます https://t.co/hv37yNho8E
1616204100525502464,"『F2キー』　セルを編集する

「F2キーさん仕事できるよね！」
「F2キー使ってる人も仕事できるよね！」
#Excel https://t.co/Uub31YqwOG"
1616201664817672192,@MasazaneKunohe 既視感あると思ったら！！笑
1616200606959702017,"@vividy_raim ありがとうございます！
Excelを知るとっかかりになりたいと思っています！"
1616200214104395777,RT @vividy_raim: なんかいいねされたけどこの人の関数擬人化わかりやすい。初めてexcel触る人の説明これ見せれば一発じゃんすげえ
1616196485779197952,"RT @Tsutsui0524: Excelで文字列を検索して、強調表示する方法をブログにまとめています

複数の検索文字を入力するシートを作って、対象文字列を含むセルを強調表示する方法をAND条件、OR条件両方で紹介しています！
https://t.co/bk0q7zuLsu…"
1616014603636416515,"←Excelのヘルプ

→ChatGPT https://t.co/TOXa8nDSZf"
1615988219887386626,@excelvba_diary どういう関係になるんでしょうね…？
1615977977510256642,"RT @hy_11: 色んなアプリを作るにしても
「データベース」
Excelも
スプレッドシートも
ノーコードも
なんでも
ここを抑えて各種ツールを組み立てていけば
幸せな未来が待ってます！
グッ(๑•̀ㅂ•́)و✧"
1615958662912303105,"@wafu_spaghetti 条件によって値引額を分岐させる時などは
本体価格を下のようにIFから出したいですよね

でもこれ、上のやり方から抜けるの難しそうな気もしますね…"
1615957808536772610,RT @Benshi_Orator: ゑぐい #VBA https://t.co/J3G2oMxalu
1615956487653986306,"@TaniponVBA それでも会議資料を作り忘れた人が会議当日朝に思い出して
とりあえずプレゼン資料を用意することはできますよね

「資料を作らなかった人」から「内容の悪い資料を作った人」
にはなれるわけで…

まあどっちがマシなのか評価は分かれそうですが…笑"
1615955091340808193,@Hirocom7772 @MasazaneKunohe VBAでタブ入れてます！
1615938317371191296,"ExcelにAIが搭載されて、印刷ズレを補正してくれるのかな？？

米Microsoft、全製品にAIを搭載へ　WSJが報道 - ITmedia NEWS https://t.co/oHDInJrySi"
1615933883027181568,"@qipeeeee 失礼します
私ならこんな数式でやります

=INDEX($B$1:$B$6,MATCH($D2,$A$1:$A$6,0))
=INDEX($B$1:$B$6,MATCH($D2,$A$1:$A$6,0)+1)

E列とF列の違いは「+1」が付くか付かないかだけです https://t.co/VWB198ZEdR"
1615926938039910400,@se3pGTfour 分身が得意そうな…笑
1615921243571752961,@korp0157 まさに、そのツイートみて実践してみました笑
1615921125447589889,@zense_neko__ 嫌がらせにでも使うんですか？笑
1615909442364768256,"Excelで文字列を検索して、強調表示する方法をブログにまとめています

複数の検索文字を入力するシートを作って、対象文字列を含むセルを強調表示する方法をAND条件、OR条件両方で紹介しています！
https://t.co/bk0q7zuLsu https://t.co/zDEiwsXcBq"
1615907164757069825,同じ名前に見えるシートを作ってみました https://t.co/tmSNZAhR1X
1615891061737689089,"Excelのちょっとした反復作業は書き捨てのVBAでやると楽ですが、
ブック、シートの指定が漏れてて事故ることが稀によくある"
1615878717485764608,Qiitaのキャラクター、「Q」モチーフなの良い https://t.co/nm70RaloC5
1615855242331189251,"@bFVLYQo7qMRGqOU 以前のツイートに良いリプもらってました
参考になれば！

https://t.co/d5DPnWtNi1"
1615854780026597376,RT @ojamonas: 人事異動の影響で送付先の担当が代わって管理がめんどくさいので、明日コレ導入する
1615854453659406336,"@blacklist_ryu それも納得させる方法のひとつですよね
あまり大人数だと難しくなってきますが…"
1615803602270060544,"たのしいExcelコミュニティのヘッダー設定してみました

https://t.co/7rl7lt4eVE"
1615710299436503042,@ksgiksg おめでとうございます！！
1615702337552801795,RT @Tsutsui0524: わかりやすいセル結合 https://t.co/nDfs5TZ9jE
1615695437855617024,"@ksgiksg 今までフォローしているつもりでした
よろしくです！"
1615694746135203847,@yh_excelmuzui うまぁい！
1615691039779721216,@YUExcelMARU な、なにぃ
1615674435675230211,@bFVLYQo7qMRGqOU どうでしょう、試せないので分からないです
1615662533595078658,"5本中ハズレが1本のくじ引きを順番にひくと、5本から1本引く人と2本から1本引く人では後者が圧倒的に不利なので、
くじを引く順番を決めるくじを実施することにしましたッ"
1615649825030037504,"エクセルのHYPERLINK関数でメールを作る方法をブログで解説しました
本文をエクセル関数で作れるので
送信履歴から前回のメールを引っ張り出して部分的に変更…みたいな作業から開放されるかもしれません！

https://t.co/fVCEcEnMrZ https://t.co/gOhzBn4cjR"
1615640117494050817,@une_tempete 目に来てるのは危険です…！
1615635890654842886,"RT @mitei0000alter: 絶妙に異物混入してて笑った

DBネタ弱すぎるわ"
1615632579843215360,@une_tempete プロ意識が高いです！
1615627559135502339,"@jank_ritty 選べないんですよ…
需要ありそうなんですけどねえ"
1615557214604771335,"いつも使っている置換機能で、セルの色などの書式を置換できるなんて…！！
#Excel https://t.co/i93iR7mACZ"
1615497744948539393,"セル空白の時に斜線を入れる条件付き書式を設定しようと思ったら
罫線の斜線は設定できないようになっているんですね

逆にあらかじめ斜線を入れて、空白でない時に斜線を消すルートも考えましたが、そちらでも駄目でした https://t.co/tK4Ygq6ZFk"
1615487505826189312,@s5ml 肝心なときに作動しない脱出装置感は日頃から感じております
1615477039695552512,@KotorinChunChun 鳥の囀りのようだ
1615475554081464320,"『 Ctrl + Z 』元に戻す
『 Ctrl + Y 』やり直す

元に戻せることが分かっていれば、色々試せますよね！

複数シート選択時のコピペは戻せなかったりしますけど…
#Excel https://t.co/rhcZiOS6K5"
1615411101029781504,@kakkomizu バイトすぐ切られそうです
1615379105024991232,"@6uAGyHMZ9ifr9Qp 私もサンクチュアリに入りたかった…

でも、改善の余地がない職場なんてないですからね！"
1615371726464094208,"@ksgiksg パワークエリも凄い人なんですね…
読めるようにならなくては"
1615368886421196802,"@6uAGyHMZ9ifr9Qp 弊社ではQCサークル活動が盛んなのです！
2級持ちは限られますけれど"
1615366107086618625,@ten10tem 確認不足でした…
1615364085390135297,めでたい！！ https://t.co/309cHrGSbR
1615363922361749505,"@excelapi わ！素晴らしい！！
おめでとうございます！"
1615363039511076864,@mira_produce 深海に居ないと言い切れない
1615361720633155588,"@6uAGyHMZ9ifr9Qp QC2級、会社でも持ってる人います
私は3級持ってますが、なかなか2級を受ける勇気が出ず…
頑張ってください！"
1615360434441441285,@sugoi_kaizen 来そうですね笑
1615313989680103424,@nya2_sapporo_it ありがとうございます！！
1615313958499667970,RT @nya2_sapporo_it: なにこれかわいい
1615294993165619201,わかりやすいセル結合 https://t.co/nDfs5TZ9jE
1615292847829262337,"いままで

正：緑色
副：水色

だった請求書が、仕入先のシステム変更で正も副もモノクロになった結果、全部正だと思って倍の伝票を切ってしまったよね"
1615268323532640257,"VLOOKUPちゃんがカットイン！喋る！

#関数ちゃん https://t.co/ouGZjRjWfn"
1615262393474633728,ASAP：朝までにパッとできるでしょ？
1615220276245196800,"@kubokenkuboken お金に色がついていたり喋ったりしてくれると良いんですけどね笑
ちょいちょい本当の誤送金があったりで、スルーもできないという…"
1615209640631087107,"@shimochan_dayo おおーっ！ありがとうございます！
やっぱり声が付くの良いですね〜！"
1615201794870874112,@yaromai_ こんど試してみます笑
1615196170770599936,@IT_craftmanship @matudakta 想像したら地獄すぎました笑
1615194200420777985,@UXyKbYwbhyh6fIp 自由帳が原稿用紙に変わるから…
1615193669946208258,"RT @Tsutsui0524: エラーを判定してくれる、風紀委員のかわいい子！
IFERROR関数でるまで長いことお世話になっていたので愛着あります
ISERROR関数の擬人化記事です！

#関数ちゃん
https://t.co/YHEpD9TsYe"
1615193548672106496,"セルの数値に応じた正の字を表示する、セルの条件付き書式！！
#エクセル

&lt;参考数式&gt;
=$A$4&gt;(CEILING(COLUMN(INDIRECT(""RC"",0)),7)/7-2)*5+0 https://t.co/NW0bV5Ub2C"
1615171326565822464,何しようとしているのか、わからない https://t.co/bmnMXvUsqb
1615150786698448896,"@ticktackworker オフで話すと印象違うとか言われるんで…笑
性格じゃないよと言いたいです！"
1615150013512056836,工事屋さんから電話で「振込があるのですが、何のお金ですか？」と聞かれて、色々大変そうだと思うなどした
1615145495458107392,私が細かい性格なのではなく、仕組みが細かいことを要求していることを理解して頂きたい
1615132248872976384,@mikimomo_as 次はMMULTを使えるようにならねば
1615130882138046464,@Hiro_officewrkr 女の子見てたらテクニックも視界に入るので反復になるっていうレビューあって、最強だと思いました笑
1615130599618150400,"私は枠線をよく使います

枠線消すときは
【 Ctrl + Shift + _ 】
です！ https://t.co/5pi12vlruR"
1615126396267008001,@accouting_hiker 脳が読み取りエラー起こして全然わからないです…！笑
1615125722334629888,RT @Monyons: コレは仕事で使える！！
1615115951883812864,"文字入力中に文字種を変更するファンクションキー
記憶が曖昧で、どう変換されるか当てずっぽうな時もありますけど…便利です！ https://t.co/gyiMvPfdJd"
1615115082895331328,"RT @ticktackworker: 清書して題名あらため。
　　
　　　「ここはわたしが」

関数は適材適所ですね✨

#関数ちゃんファンアート https://t.co/oKuos2tTuF"
1615014645840121856,"@MasazaneKunohe 変態どもめ…笑
嬉しそうなくのへさんが見れて満足です"
1614969150987964417,"スキルシェアサイトを久しぶりに利用しましたが、人のスキルを買えるって凄いことですね

それと同時に「得意でしょ？ちょっと頼まれてよ」の罪深さを感じます"
1614965431105916934,@infragirl755 良い目線です！
1614961033193619462,@mine__0 @ShoSecAI ただのセル結合だなんて言えない…
1614938584863354880,RT @mana_ve_: デスクトップのひらがなで始まるファイルにカーソルを合わせるためだけに存在する入力欄さん！？！？
1614935492948103170,これ直セル？ https://t.co/ftObsSi4TZ
1614922532490022912,"先輩「今、ウトウトしてたよな？」
後輩「はい、メールを…」"
1614907710469963777,"大事なこと言います

大事なことはTwitterにはあんまり転がってない"
1614897040462606337,"RT @kingyo_de_OK: 「そこに文字列があったから。」
by LEFT関数ちゃん"
1614896740020412416,RT @ellnore_pad_267: １３歳以下として凍結される富岳たんｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
1614882441713573888,"@mechkawa @korp0157 専門家の前だと恥ずかしくて警報音出せない設備ちゃん可愛すぎる
ポンコツだと思われたらどう責任取ってくれるのよ！って…
（やばめの発想）"
1614881642753187840,"奇跡の瞬間
入力予測が出てる…！！

頻繁に検索かけているのがTwitter社にバレましたか https://t.co/yXZnIpy2XV"
1614881080393502720,@IT_craftmanship その状況を眺めているFさんかな？笑
1614845197179027459,"会社「先に成果を出せ、金は後からついてくる」
社員「先に金を出せ、成果は後からついてくる」"
1614843666044170243,"@ticktackworker ひえぇ、かっこいい
COUNTAは後先考えずカウントして疲れてしまったんですかね笑"
1614843262053011461,うちでは猗窩座スタイルと呼んでます https://t.co/HODU0wdnDw
1614841651146674177,@fumokmm たしかに…！！
1614830190970167296,"製造現場で機械がエラーを知らせる音を「声」と言ったり、「この声は2号機！」と言ってるのを見てほっこりしました
擬人化してる…！！"
1614824547701895169,"エラーを判定してくれる、風紀委員のかわいい子！
IFERROR関数でるまで長いことお世話になっていたので愛着あります
ISERROR関数の擬人化記事です！

#関数ちゃん
https://t.co/YHEpD9TsYe"
1614823878307774466,@kagehito 結果がボックスに反映されるだけって味気ないですよね
1614790999838183424,"@Hiro_officewrkr そうなんですよね
MAXな人、MINな人が知りたいケースはあっても
MAXな値、MINな値を知りたいケースはそんなに…全く…"
1614775270426415105,"@Yu_Ri_SYS そうなんですよ
地味なので調べるほどでもないっていう笑"
1614772738295758849,"@SamaMedjed 雪や水が中に入るのはいいのか？という疑問が…笑
ギザギザしてかっこいいですけども"
1614771441047834624,"左上に表れる君、お久しぶり
君は一体、何に役立つ機能なんだい？？ https://t.co/pIaWd3xx2w"
1614768985836519424,@toshi81350036 としじさん良いことばかり呟くのに鍵だからリツイートできないのもどかしいですね笑
1614768681564921859,"@arsenal05231 エクセルの問題は出題者の意図を汲み取るところが1番難しい気がします
最も効率よくというのも、ひっかかりポイントに思います"
1614768354769932289,"RT @Tsutsui0524: A「これExcelでできる？」

B「できますよ、やり方教えましょうか？」

A「やってみてくれない？」

B「教えますから」

A「できるかどうか知りたかっただけ」

B「そうですか」"
1614768320213057537,"@ExcelQBag 採点どうなんでしょうね？
資格試験でも、出題の意図を汲み取るのが1番難しかったりしますよね笑"
1614767442466869254,@arsenal05231 なるほど、そんな読み方もできるんですね！
1614751071632777216,@karaage_rutsubo 本音出てしまってる！笑
1614749328853336064,"企業が採用試験で実際に使っているExcelテスト…！

程よい難易度ですね、参考になります https://t.co/47EeTUZxkV https://t.co/KYS4fsWtx4"
1614736655214325760,@shimochan_dayo スパイファミリー感ありますね笑
1614608220693344256,自分の絵が上手いとは思わないけど、上手くなったとは思うんよな
1614607740835598336,"@ocinfo11 はい、同じようにやってね！

素晴らしいです笑"
1614607476925792257,"@ticktackworker 辿り着かせてやろうじゃねえか！
…って気持ちになりますよね"
1614606983981846528,"@toshi81350036 さすがとしじさん男前な上に天才だなんて

そういう、通常使いと被らないのがいいですよね
なぜqなのかは気になります"
1614606529289924609,"@ITBuyHold1 それ私もやってます
覚えられないんですよね（勤務歴長いのに）"
1614583887791026177,@nagomi_303490 近いですね笑
1614575883423211521,"@ticktackworker ありがとうございます！！
キキさん上手い！！

2人使って何数えましょうかね？？"
1614575651583062016,"RT @ticktackworker: COUNTAちゃん見たら描きたくなったCOUNTIFちゃんを見たら描きたくなった。

「ふたりならやれる」

#関数ちゃんファンアート https://t.co/Tz0ZJRASoR"
1614575419235401728,@fumuplus 「かぶ」とか「めーる」のたびに候補の上位に出てこられたら煩わしいなと
1614575177303748615,"@acrossthenanika これめちゃくちゃ有益な情報ですね！
（なぜ眉毛…）
悪いことはしないことですね"
1614568233612476418,"俺は高校生探偵、工藤新1

幼馴染で同級生の毛利蘭とエクセルへ遊びに行って、緑ずくめの男の怪しげな入力現場を目撃した

入力を見るのに夢中になっていた俺は、右下から近づいてくるもう一人の仲間に気づかなかった

俺はその男に表示形式を変更され、目が覚めたら……新001になってしまっていた"
1614551588261036034,"「かぶ」→「株式会社」
「めーる」→「aoki@example.com」

これは悪い例ということですね…？ https://t.co/cO0HSKRZmr"
1614534349776379904,"A「これExcelでできる？」

B「できますよ、やり方教えましょうか？」

A「やってみてくれない？」

B「教えますから」

A「できるかどうか知りたかっただけ」

B「そうですか」"
1614444546053779458,"@zeimu_nagoya 仕訳の先の財務諸表との繋がりが分かると業務が一気に高度になると思うのですが
どこから繋げるのが良いのでしょうね

銀行口座の残高と預金科目の残高あたりでしょうか…"
1614441142736793600,"会計システムの入力業務を習得した人に簿記を教える効果的な方法が用意できれば、急成長できそう

どんどん業務と簿記が繋がっていけば、楽しく学習できると思う https://t.co/ypGp0mr5SW"
1614404309487341568,"RT @Tsutsui0524: Excelの底も良いけれど
暇ならExcelの闇も覗いてみては？

選択するごとに暗く、暗く https://t.co/CMkffhNdNM"
1614389016685842432,RT @tomonasisan: 職場でVLOOKUP関数を使った表を作っていたら、脳が沸騰して溶けたような感覚に陥りました…😱
1614284588259631106,"@geinin たしかに状況によるところもありましたし
いろんな意見があって楽しい、これ正解だと思います"
1614272031863996430,@tbm_loves_kta 無駄では無いことを祈ってます笑
1614250485153923074,@sugoi_kaizen 色々とパンチが効いてて良いと思います笑
1614217235178086401,@mechkawa どんどん上手くなってますね！
1614216576764637184,RT @a_kareno: TLに流れてくる創作論全般、本来「○○しないことで読みやすくするテクニックがある」と書くべきところをわざわざ「○○すべきではない」という選択肢を削ぐ言い方をする（添わないものは特殊な例外として片付ける）ものが目立つことなどなどについては、なんだかなあ…
1614211791739039744,"Excelの底も良いけれど
暇ならExcelの闇も覗いてみては？

選択するごとに暗く、暗く https://t.co/CMkffhNdNM"
1614210375209332738,@mine__0 50万tに耐えられるか、2tでテストしていいですか
1614195366282280962,"殿様「一休よ、私に5000兆円よこしてみよ」

一休「振り込みますから5000兆円の送金に耐えられる口座を教えてください」"
1614194802987511809,RT @Pasta2626: うん、Excelはある意味ゲームw
1614194776315924480,RT @Tsutsui0524: ゲームが脳を破壊するならExcelだって脳を破壊するでしょ
1614115988362113024,"私は文字列の頭を直接ぶった斬ることで役立ってきた関数よ！

Excel関数 LEFT関数を擬人化キャラクターで簡単解説   機能や使い方を簡単に説明 https://t.co/j8IaI8HahH"
1614114995343884288,"RT @Tsutsui0524: LEFTちゃんの第2引数省略についてのマンガ
数式の間違い修正のついでにカラーにしました！

目の前に文字列があると、斬らずにいられないようです
#関数ちゃん

https://t.co/lGnpKJp96Z https://t.co/EdX2…"
1614091195491446786,場合による、ということで https://t.co/fLQ6SRvQJq
1614088496742031361,@KotorinChunChun ちゅ…（〇〇本名）さん、ちょっといいかな？
1614087297292697603,今朝行ったコンビニで、コーヒーマシンの隣にある端末が保険を扱ってて丁度いいやと思って保険入ってきた
1614083575913271298,"@ishizukikan そのパターンありますね
分解できるペンは製品に混ざると困るから持ち込み禁止なのに…！"
1614083398775222273,@harenchiqueen 机に座りさえすれば何してたって良いんですよ
1614054248412753922,RT @Yu_Ri_SYS: 「このアクセスが壊れたら死ぬ」みたいなアクセスがWindowsセキュリティでブロックされた
1614005083523657728,"RT @Tsutsui0524: さむいふ関数ちゃん
#関数ちゃん

SUMIFちゃん解説ブログ記事
https://t.co/whk1cuCLMJ https://t.co/30ORVXgJjy"
1613847448501329921,"厳しくやったけど成果でなかった
→厳しさが足りなかった、もっと厳しくする

厳しくやったら成果でた
→もっと厳しくして、もっと成果だす

緩める発想はないんか…？"
1613781234878124033,@Kuwa_pon ボールペンじゃないですけど、マウスとキーボードは自分で買わないとろくなの買ってもらえないですね
1613751059742355456,@IT_craftmanship ひどい暴言です！！笑
1613742927129481216,余白は超大事です！！ https://t.co/XcLmLKXGXZ https://t.co/FWEgr6D3Br
1613741060232196097,"セル範囲同士が一致しているかどうかを判定する数式
AND関数が渋い！！

&lt;例で使用している数式&gt;
（配列数式です。スピル非対応バージョンでは Ctrl + Shift + Enterで数式を確定して下さい）

=IF(AND(B3:D5=F3:H5),""一致している"",""一致していない"")

解説ブログ記事
https://t.co/5QYbqYdPvj https://t.co/3TgpzURzYp"
1613739451129417728,"RT @Tsutsui0524: 遥かな未来ー
AIに仕事を奪われないために、人間たちはExcelの印刷ズレの微調整で抵抗を続けていたー"
1613739326051090432,"@dlv9_y よくよく考えると条件はセル参照で指定したいですよね
ブログに追記しようと思いました！

こちらこそ勉強になりました、感謝です！！"
1613729541230571520,"RT @livedoornews: 【特徴生かす】「ねるねるねるね」の新商品「おくすりパクッとねるねる」が話題
https://t.co/EJYrpLCm7D

多くの子供が苦手とする粉末・顆粒タイプの薬を服用するためのサポートアイテム。「子供に薬を飲ませる際にねるねるねるねを…"
1613715158844702720,@my_kirakira お互いの生存をかけて戦っているんですね
1613714875800510467,ゲームが脳を破壊するならExcelだって脳を破壊するでしょ
1613714681985892354,@ellnore_pad_267 Excel脳すぎました笑
1613706264743403520,@ellnore_pad_267 足し算ですか！
1613692142068850688,"@defaultUser888 ありがとうございます

色々な条件を加味せず、値上がり前だからまとめ買いと決め打ちするのは間違いな気がしてきました"
1613691610482765826,@skill___up こういうことではないですか…？？ https://t.co/SWdx4bg8KQ
1613686564336603137,"@dlv9_y スピル無しなら
・SUMPRODUCT関数
・SUM関数でCtrl + Shift + Enterで確定

スピル有りならSUM関数で通りそうですけど、どうなんでしょうね https://t.co/yDBvKap7gv"
1613684367553097728,RT @sabatorashiro: 昔、1日かけて作業したExcelが保存されていなくて、愕然としたことあります。今はGoogle Spreadsheetを主に使っているので、そう言ったトラブルなくてありがたい。
1613676704626798592,@taku_philoso31 賢いと思われることですかね
1613674274887471104,やる気さえ出せば無料でExcelが学べるの凄い https://t.co/WiVj1WcBYM
1613670080562491392,"SUMIF関数とCOUNTIF関数のOR条件式の短い書き方
条件が増えるほど効果が実感できると思います

=SUMIF(A:A,""条件1"",B:B)+SUMIF(A:A,""条件2"",B:B)
↓
=SUM(SUMIF(A:A,{""条件1"",""条件2""},B:B))

同様にCOUNTIFも短くできます
注意点を記事に記載しています

解説ブログ記事
https://t.co/FiYsxg1Qui https://t.co/m5Gw5si2qv"
1613669698851459072,@furyutei 大丈夫、大丈夫！！
1613669013745455104,「このエクセルが壊れたら死ぬ」みたいなエクセルが壊れた
1613665846962049024,めっちゃ知的な呟きしてみたい
1613662112026611717,"RT @Tsutsui0524: 資料は見た目で評価が覆ることがあります。

なので、見た目の作り方を優先しろとは言わないけども、良い中身の資料を作れるようになったら、良さを十分にアピールできる見た目を作る力を身につけて欲しい。

ということで購入した本を貸したら帰ってこないと…"
1613582558507433988,@IT_craftmanship 界王拳6倍！（6倍の意気込み）
1613511903170670593,"会社で購入するボールペンを1種類に絞ると決めた時、
「ときどき家に持ち帰って子供にあげているから種類が変わると困る」
というご意見を頂いて頭痛くなった"
1613510432609947648,"RT @matudakta: 【SUMIFを使ったことある人が初めてSUMIFS関数を使った時の感想】

見せてもらうか、新しいSUMIFSの実力とやらを！ https://t.co/iWcEy2gxnD"
1613510380558614528,"RT @matudakta: ストロベリー風味の板チョコ風なショートカット集。

嫌いじゃないかも 笑"
1613490848934543360,"遥かな未来ー
AIに仕事を奪われないために、人間たちはExcelの印刷ズレの微調整で抵抗を続けていたー"
1613477183682678785,@KotorinChunChun @10mikiya @TaniponVBA 傷跡は深いですね…
1613473987622739969,"A「Excelで会計ソフトに取り込めるCSVが作成できます」

B「CSVとか触れないので、そっちでやってもらえますか？」"
1613468134668906496,@Tigernquillo 分かりやすさはありますよね
1613459824150466563,ついにExcelにスムーズスクロール来た！！ https://t.co/ThTgPFT3Op
1613455706291855361,"@furyutei おおお、すごい！！！
ついに！！"
1613455541849948160,"RT @furyutei: さきほど気づいたんですが、いつの間にかエクセルでスムーズスクロール（セル単位ではないスクロール）ができるようになっています…？
※Microsoft® Excel® for Microsoft 365 MSO (バージョン 2212 ビルド 16.0…"
